UnitID,Institution Name,Tuition and fees (F9899_F3),Imputation/Status Flag For Tuition and fees (F9899_F3),Federal appropriations  grants and contracts (F9899_F3),Imputation/Status Flag For Federal appropriations  grants and contracts (F9899_F3),State and local appropriations  grants and contracts (F9899_F3),Imputation/Status Flag For State and local appropriations  grants and contracts (F9899_F3),Private grants and contracts (F9899_F3),Imputation/Status Flag For Private grants and contracts (F9899_F3),Investment income and investment gains (losses) included in net income (F9899_F3),Imputation/Status Flag For Investment income and investment gains (losses) included in net income (F9899_F3),Sales and services of educational activities (F9899_F3),Imputation/Status Flag For Sales and services of educational activities (F9899_F3),Sales and services of auxiliary enterprises (F9899_F3),Imputation/Status Flag For Sales and services of auxiliary enterprises (F9899_F3),Other revenue (F9899_F3),Imputation/Status Flag For Other revenue (F9899_F3),Total revenues and investment return (F9899_F3),Imputation/Status Flag For Total revenues and investment return (F9899_F3)
172866,Academy College,2712238,R,265428,R,378526,R,0,R,0,R,0,R,0,R,105177,R,3461369,R
108232,Academy of Art University,47412310,R,2193057,R,1098316,R,0,R,136928,R,0,R,3340530,R,0,R,54181141,R
367264,Academy of Healing Arts,3746124,R,0,R,0,R,0,R,78723,R,0,R,0,R,-24486,R,3800361,R
134811,AI Miami International University of Art and Design,9474766,R,0,R,0,R,0,R,0,R,959453,R,53338,R,205699,R,10693256,R
126401,Altierus Career College-Colorado Springs,1837220,R,690681,R,128857,R,10650,R,0,R,0,R,0,R,0,R,2667408,R
137801,Altierus Career College-Tampa,6404648,R,1468641,R,20653,R,0,R,0,R,0,R,0,R,0,R,7893942,R
127787,Altierus Career College-Thornton,2427507,R,752083,R,137071,R,25691,R,0,R,0,R,0,R,0,R,3342352,R
210766,ALTOONA SCHOOL OF COMMERCE,1257771,N,0,N,0,N,0,N,0,N,155469,N,0,N,239200,N,1652440,N
142887,American Academy of Art College,4980202,R,0,R,0,R,0,R,40242,R,0,R,0,R,7859,R,5028303,R
429085,American College of Acupuncture and Oriental Med,553535,R,0,R,0,R,0,R,0,R,122913,R,33216,R,0,R,709664,R
222682,American Commercial College-Lubbock,3721365,R,0,R,0,R,0,R,5922,R,46277,R,60876,R,0,R,3834440,R
109013,American InterContinental University,10577751,P,0,P,0,P,0,P,0,P,0,P,458436,P,81390,P,11117577,P
138725,American InterContinental University,10202464,R,0,R,0,R,0,R,0,R,0,R,702131,R,80271,R,10984866,A
232797,American National University,7255562,R,106035,R,0,R,0,R,-19568,R,786505,R,0,R,59076,R,8187610,R
157021,American National University-Pikeville,5160238,R,66554,R,0,R,0,R,143274,R,541606,R,0,R,28613,R,5940285,R
176549,Anthem College-Maryland Heights,1812281,R,721225,R,291793,R,0,R,3829,R,0,R,3957,R,0,R,2833085,R
104805,Anthem College-Phoenix,23173074,R,0,R,0,R,0,R,28752,R,0,R,0,R,190734,R,23392560,R
413635,Anthem College-Sacramento,6110608,R,0,R,0,R,0,R,0,R,0,R,0,R,42254,R,6152862,R
201016,Antonelli College-Cincinnati,5034314,R,0,R,0,R,0,R,0,R,0,R,0,R,3983,R,5038297,R
210890,Antonelli Institute,1169008,R,0,R,0,R,0,R,-5618,R,0,R,19599,R,0,R,1182989,R
429094,AOMA Graduate School of Integrative Medicine,655465,R,0,R,0,R,0,R,2146,R,0,R,282863,R,0,R,940474,R
367936,Argosy University-Atlanta,3253664,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3253664,R
145770,Argosy University-Chicago,8434141,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8434141,R
366748,Argosy University-Hawaii,1759418,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1759418,R
419457,Argosy University-Northern Virginia,2196135,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2196135,R
137148,Argosy University-Sarasota,4910328,R,0,R,0,R,0,R,407,R,0,R,0,R,227020,R,5137755,R
428268,Argosy University-Tampa,899785,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,899785,R
410502,Argosy University-The Art Institute of California-Hollywood,3167845,R,0,R,0,R,0,R,0,R,0,R,0,R,13487,R,3181332,R
432533,Argosy University-The Art Institute of California-Los Angeles,4977070,R,604957,R,0,R,0,R,0,R,0,R,551536,R,0,R,6133563,R
117113,Argosy University-The Art Institute of California-San Diego,705581,R,1779329,R,232227,R,0,R,2376,R,0,R,0,R,0,R,2719513,R
117928,Argosy University-The Art Institute of California-San Francisco,1067069,R,0,R,0,R,0,R,0,R,0,R,0,R,56191,R,1123260,R
173984,Argosy University-Twin Cities,4654886,R,0,R,0,R,0,R,85286,R,0,R,0,R,133605,R,4873777,R
408118,ARGOSY UNIVERSITY-TWIN CITIES CAMPUS,2864576,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2864576,R
137892,ATI Career Training Center-Fort Lauderdale,1315075,N,0,N,0,N,0,N,56189,N,89941,N,0,N,4992,N,1466197,N
136747,ATI Career Training Center-Oakland Park,1525101,N,218561,N,0,N,0,N,0,N,0,N,0,N,0,N,1743662,N
134875,ATI College of Health,2722881,R,0,R,0,R,0,R,0,R,0,R,0,R,4371,R,2727252,R
225867,Austin Business College,953981,P,0,P,0,P,0,P,0,P,0,P,0,P,638,P,954619,P
158343,Baton Rouge School of Computers,1046154,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1046154,R
139074,Bauder College,3823363,R,3820223,R,25509,R,167967,R,0,R,0,R,894036,R,10589,R,8741687,R
160995,Beal University,1258833,R,0,R,0,R,0,R,4290,R,0,R,37512,R,11159,A,1311794,A
247065,Beckfield College-Florence,1967925,R,0,R,0,R,0,R,0,R,0,R,0,R,3676,R,1971601,R
126359,Bel-Rea Institute of Animal Technology,4073125,R,0,R,0,R,0,R,5000,R,0,R,0,R,0,R,4078125,R
189246,BERKELEY COLLEGE,5576789,R,0,R,0,R,0,R,13163,R,0,R,1341477,R,41604,R,6973033,R
189228,Berkeley College-New York,15711967,R,0,R,0,R,0,R,37250,R,0,R,958716,R,120334,R,16828267,R
183789,Berkeley College-Woodland Park,19974219,R,0,R,0,R,0,R,49449,R,0,R,1645636,R,145402,R,21814706,R
363527,Border Institute of Technology,1137797,R,641332,R,0,R,0,R,0,R,0,R,0,R,0,R,1779129,R
202161,Bradford School,1416009,R,0,R,0,R,0,R,0,R,0,R,332667,R,18902,R,1767578,R
211200,Bradford School,4264217,R,0,R,0,R,0,R,0,R,0,R,1286322,R,20402,R,5570941,R
189459,Briarcliffe College,9089847,R,1167473,R,1625777,R,0,R,0,R,0,R,796533,R,524549,R,13204179,R
215646,Brightwood Career Institute-Broomall,4412178,R,2982516,R,186925,R,53737,R,0,R,50,R,0,R,8582,R,7643988,R
251075,Brightwood Career Institute-Harrisburg,8087981,R,0,R,0,R,0,R,62275,R,0,R,0,R,123265,R,8273521,R
211617,Brightwood Career Institute-Philadelphia Mills,5166766,R,2687928,R,585949,R,69915,R,0,R,2263,R,0,R,6281,R,8519102,R
213002,Brightwood Career Institute-Pittsburgh,5811061,R,3958421,R,1162573,R,95654,R,0,R,4374,R,282879,R,90129,R,11405091,R
382896,Brightwood College-Dallas,699953,R,0,R,0,R,0,R,0,R,0,R,0,R,6584,R,706537,R
204626,Brightwood College-Dayton,2815219,R,1765133,R,285817,R,35146,R,0,R,1958,R,0,R,141857,R,5045130,R
152415,Brightwood College-Hammond,980704,R,0,R,0,R,0,R,0,R,44918,R,0,R,936,R,1026558,R
374875,Brightwood College-Las Vegas,2953242,R,0,R,0,R,0,R,0,R,815507,R,0,R,0,R,3768749,R
118967,Brightwood College-Los Angeles-Van Nuys,3170683,R,2946312,R,30640,R,20957,R,0,R,84159,R,0,R,1749,R,6254500,R
366960,Brightwood College-Modesto,2688599,R,2006611,R,372426,R,50051,R,0,R,0,R,0,R,37,R,5117724,R
246202,Brightwood College-Nashville,588709,R,0,R,0,R,0,R,1942,R,0,R,0,R,0,R,590651,R
118259,Brightwood College-Sacramento,961402,R,708979,R,36595,R,38290,R,0,R,0,R,0,R,1044,R,1746310,R
118277,Brightwood College-San Diego,9990021,R,7692646,R,358800,R,228387,R,0,R,0,R,1776,R,0,R,18271630,R
118286,Brightwood College-Vista,4531193,R,3959779,R,151180,R,41752,R,0,R,366,R,0,R,1783,R,8686053,R
230056,Broadview College,2978611,R,0,R,0,R,0,R,0,R,0,R,24220,R,197294,R,3200125,R
110176,Brooks College,12573208,R,0,R,0,R,0,R,0,R,0,R,2985596,R,0,R,15558804,R
110185,Brooks Institute,3816709,R,0,R,0,R,0,R,0,R,10010,R,31412,R,13202,R,3871333,R
205647,Brown Mackie College-Akron,802047,R,690960,R,339804,R,0,R,0,R,208601,R,0,R,8300,R,2049712,R
410283,Brown Mackie College-Atlanta,877569,R,341587,R,0,R,0,R,0,R,155481,R,0,R,0,R,1374637,R
205610,Brown Mackie College-Cincinnati,1829951,R,960032,R,481550,R,0,R,0,R,309644,R,0,R,0,R,3581177,R
375489,Brown Mackie College-Findlay,768810,R,127663,R,17957,R,0,R,0,R,0,R,118509,R,15111,R,1048050,R
408039,Brown Mackie College-Fort Wayne,485599,R,0,R,0,R,0,R,0,R,0,R,0,R,69493,R,555092,R
154767,Brown Mackie College-Kansas City,1404333,R,568915,R,10573,R,0,R,0,R,0,R,340695,R,9054,R,2333570,R
157599,Brown Mackie College-Louisville,2339955,R,595450,R,45240,R,0,R,0,R,97761,R,0,R,0,R,3078406,R
151616,Brown Mackie College-Merrillville,804811,R,346436,R,17302,R,0,R,0,R,175469,R,0,R,12178,R,1356196,R
151625,Brown Mackie College-Michigan City,762562,R,493518,R,2306,R,0,R,0,R,0,R,147549,R,0,R,1405935,R
204316,Brown Mackie College-North Canton,1250288,R,538462,R,112237,R,0,R,2885,R,0,R,0,R,0,R,1903872,R
157696,Brown Mackie College-Northern Kentucky,1197675,R,410177,R,18475,R,0,R,0,R,0,R,132119,R,0,R,1758446,R
154776,Brown Mackie College-Salina,1437014,R,575005,R,33496,R,0,R,0,R,0,R,323498,R,18684,R,2387697,R
151944,Brown Mackie College-South Bend,2178257,A,0,A,0,A,0,R,0,R,0,R,0,A,368057,A,2546314,A
104364,Brown Mackie College-Tucson,3200242,R,0,R,0,R,0,R,23117,R,0,R,1240016,R,121040,R,4584415,R
202684,Bryant & Stratton College-Cleveland,1473381,R,77741,R,316340,R,0,R,0,R,0,R,0,R,199443,R,2066905,R
189592,Bryant & Stratton College-Greece,28628197,R,0,R,0,R,0,R,0,R,0,R,3701210,R,0,R,32329407,R
239929,Bryant & Stratton College-Milwaukee,1899047,R,0,R,0,R,0,R,0,R,0,R,144805,R,0,R,2043852,R
201469,Bryant & Stratton College-Parma,2588499,R,0,R,0,R,0,R,0,R,0,R,0,R,608,R,2589107,R
231828,Bryant & Stratton College-Richmond,4494430,N,0,N,0,N,0,N,38561,N,0,N,1405937,N,26400,N,5965328,N
369905,Bryant & Stratton College-Solon,1672729,R,0,R,0,R,0,R,0,R,0,R,0,R,186500,R,1859229,R
231785,Bryant & Stratton College-Virginia Beach,543315,R,3421028,R,0,R,0,R,0,R,266936,R,0,R,33812,R,4265091,R
231819,BRYANT AND STRATTON COLLEGE-HAMPTON,1250288,N,538462,N,112237,N,0,N,2885,N,0,N,0,N,0,N,1903872,N
211316,Bucks County School of Beauty Culture Inc,270391,R,0,R,0,R,0,R,18925,R,35685,R,0,R,0,R,325001,R
407160,BURDETT COLLEGE,3766485,R,0,R,0,R,0,R,0,R,110560,R,0,R,356163,R,4233208,R
110945,California College San Diego,575053,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,575053,R
428329,Cambria-Rowe Business College-Indiana,280578,N,0,N,0,N,0,N,394,N,0,N,0,N,0,N,280972,N
211398,Cambria-Rowe Business College-Johnstown,573676,N,0,N,0,N,0,N,9124,N,0,N,0,N,73038,N,655838,N
417549,Camelot College,1425847,R,419862,R,0,R,0,R,6647,R,3343,R,0,R,30292,R,1885991,R
158440,Cameron College,1094969,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1094969,R
413413,Capella University,3845871,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3845871,R
181941,Career College of Northern Nevada,1535743,R,440342,R,0,R,0,R,12707,R,0,R,13301,R,0,R,2002093,R
143880,Career Colleges of Chicago,589794,R,0,R,0,R,0,R,0,R,0,R,36311,R,0,R,626105,R
210951,Career Training Academy-Lower Burrell,425206,R,0,R,0,R,0,R,0,R,0,R,0,R,91124,R,516330,R
142054,Carrington College-Boise,1121666,R,321853,R,0,R,0,R,0,R,0,R,0,R,46588,R,1490107,R
103909,Carrington College-Mesa,1976106,R,0,R,0,R,0,R,0,R,0,R,0,R,15311,R,1991417,R
250601,Carrington College-Phoenix East,1279673,R,0,R,0,R,0,R,0,R,0,R,0,R,13042,R,1292715,R
103893,Carrington College-Phoenix North,2443887,R,0,R,0,R,0,R,0,R,0,R,0,R,22007,R,2465894,R
125532,Carrington College-Sacramento,11511839,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11511839,R
103927,Carrington College-Tucson,1411883,R,0,R,0,R,0,R,2276,R,0,R,0,R,18613,R,1432772,R
379782,Center for Advanced Legal Studies,1310904,R,0,R,0,R,0,R,2257,R,0,R,0,R,0,R,1313161,R
211477,Central Penn College,4494430,R,0,R,0,R,0,R,38561,R,0,R,1405937,R,26400,R,5965328,R
102845,Charter College,4609385,R,0,R,0,R,0,R,56849,R,0,R,55013,R,47668,R,4768915,R
220118,Chattanooga College Medical Dental and Technical Careers,660762,R,321610,R,21048,R,0,R,0,R,0,R,0,R,85306,R,1088726,R
211626,CHURCHMAN BUSINESS SCHOOL,5125528,N,0,N,0,N,0,N,669969,N,0,N,0,N,156363,N,5951860,N
201070,College of Art Advertising,280578,R,0,R,0,R,0,R,394,R,0,R,0,R,0,R,280972,R
150251,College of Court Reporting Inc,454006,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,454006,R
126872,CollegeAmerica-Denver,1992264,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1992264,R
103723,Collins College,11112575,R,0,R,0,R,0,R,0,R,0,R,980579,R,0,R,12093154,R
126784,Colorado School of Trades,684188,R,131875,R,0,R,0,R,0,R,279697,R,0,R,0,R,1095760,R
126827,Colorado Technical University-Colorado Springs,9787272,R,430052,R,238263,R,0,R,0,R,0,R,1032040,R,0,R,11487627,R
430087,Colorado Technical University-Greenwood Village,1742646,R,52080,R,27865,R,0,R,0,R,0,R,231239,R,0,R,2053830,R
402615,Colorado Technical University-Sioux Falls,2121765,R,418268,R,0,R,0,R,0,R,0,R,329902,R,0,R,2869935,R
241304,Columbia Central University-Caguas,3509860,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3509860,R
404806,Columbia Central University-Yauco,1233302,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1233302,R
112701,COMPUTER LEARNING CENTERS INC,22908795,R,3187772,R,0,R,0,R,235087,R,0,R,0,R,221057,R,26552711,R
112710,COMPUTER LEARNING CENTERS INC,13191712,R,1272845,R,0,R,0,R,242587,R,0,R,0,R,111560,R,14818704,R
231855,COMPUTER LEARNING CENTERS INC,30659370,R,3288829,R,0,R,0,R,97660,R,0,R,0,R,356949,R,34402808,R
407878,COMPUTER LEARNING CENTERS INC,15211733,R,1922519,R,0,R,0,R,76688,R,0,R,0,R,279131,R,17490071,R
112729,COMPUTER LEARNING CENTERS INC OF ANAHEIM,13290031,R,2095806,R,0,R,0,R,233951,R,0,R,0,R,173125,R,15792913,R
211769,COMPUTER LEARNING CENTERS INC-PHILADELPHIA,4951777,R,1396655,R,0,R,0,R,3585,R,0,R,0,R,73642,R,6425659,R
155283,Concorde Career College-Kansas City,1645000,R,487000,R,113000,R,0,R,0,R,0,R,0,R,17000,R,2262000,R
260354,Consolidated School of Business-Lancaster,1275048,R,0,R,0,R,0,R,0,R,0,R,0,R,15571,R,1290619,R
211820,Consolidated School of Business-York,1209383,R,0,R,0,R,0,R,0,R,0,R,0,R,31022,R,1240405,R
387925,Cortiva Institute,2152800,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2152800,R
420103,Cortiva Institute-Miami,2141552,A,1719466,A,31407,A,0,R,35653,A,4436,A,204723,A,7704,A,4144941,A
224183,Court Reporting Institute of Dallas,2470564,R,630882,R,0,R,0,R,4634,R,0,R,251539,R,14908,R,3372527,R
417558,CULINARY ARTS INSTITUTE OF LOUISIANA,651032,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,651032,R
202435,Davis College,1896165,R,629931,R,230698,R,0,R,0,R,0,R,0,R,302834,R,3059628,R
205568,Daymar College-Chillicothe,239818,R,212824,R,251003,R,0,R,609,R,69958,R,0,R,3868,R,778080,R
205522,Daymar College-New Boston,154181,R,253366,R,237546,R,0,R,0,R,69377,R,0,R,5144,R,719614,R
157465,Daymar College-Owensboro,1098051,R,0,R,0,R,0,R,13235,R,0,R,0,R,132722,R,1244008,R
156903,Daymar College-Paducah Main,1039638,R,0,R,0,R,0,R,14675,R,0,R,0,R,3694,R,1058007,R
211909,Dean Institute of Technology,651530,R,131845,R,136280,R,0,R,9281,R,0,R,0,R,0,R,928936,R
366270,Delta College of Arts & Technology,1026109,R,0,R,0,R,0,R,0,R,0,R,0,R,5043,R,1031152,R
158723,Delta School of Business and Technology,1681123,R,0,R,0,R,0,R,0,R,0,R,0,R,86340,R,1767463,R
381167,DENVER CAREER COLLEGE-COLORADO SPRINGS,1310904,N,0,N,0,N,0,N,2257,N,0,N,0,N,0,N,1313161,N
363378,DENVER TECHNICAL AT COLORADO SPRINGS,3570771,P,0,P,0,P,0,P,61044,P,491,P,49346,P,11989,P,3693641,P
127042,DENVER TECHNICAL COLLEGE,8767765,R,0,R,0,R,0,R,0,R,0,R,0,R,494158,R,9261923,R
113582,Design Institute of San Diego,1978399,R,0,R,0,R,0,R,10234,R,0,R,0,R,0,R,1988633,R
432199,DeVry College of New York,4122546,R,0,R,0,R,0,R,41366,R,0,R,342562,R,0,R,4506474,R
432162,DEVRY INSTITUTE OF TECHNOLOGY,7040343,R,0,R,0,R,0,R,68574,R,0,R,689786,R,0,R,7798703,R
144768,DEVRY UNIVERSITY,28670632,R,2458775,R,2776716,R,0,R,321198,R,0,R,3726919,R,0,R,37954240,R
420282,DEVRY UNIVERSITY,22464103,R,0,R,0,R,0,R,218267,R,0,R,1775503,R,0,R,24457873,R
432171,DEVRY UNIVERSITY,7708463,R,0,R,0,R,0,R,76324,R,0,R,1146277,R,0,R,8931064,R
430333,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,1316533,R,0,R,0,R,0,R,14143,R,0,R,94667,R,0,R,1425343,R
434885,DEVRY UNIVERSITY KELLER GRADUATE SCHOOL OF MANAGEMENT,164638,R,0,R,0,R,0,R,1845,R,0,R,20475,R,0,R,186958,R
366702,DeVry University's Keller Graduate School of Management-Arizona,1650453,R,0,R,0,R,0,R,17525,R,0,R,112660,R,0,R,1780638,R
420972,DeVry University's Keller Graduate School of Management-California,3027795,R,0,R,0,R,0,R,32284,R,0,R,191811,R,0,R,3251890,R
419536,DeVry University's Keller Graduate School of Management-Georgia,4502637,R,0,R,0,R,0,R,47349,R,0,R,298847,R,0,R,4848833,R
146384,DeVry University's Keller Graduate School of Management-Illinois,13544833,R,0,R,0,R,0,R,142663,R,0,R,772985,R,0,R,14460481,R
366757,DeVry University's Keller Graduate School of Management-Missouri,2419077,R,0,R,0,R,0,R,25519,R,0,R,197313,R,0,R,2641909,R
104531,DeVry University-Arizona,30356023,R,4785823,R,159295,R,0,R,332063,R,0,R,2822741,R,0,R,38455945,R
113607,DeVry University-California,22027646,R,8009484,R,3111990,R,0,R,320860,R,0,R,2987416,R,0,R,36457396,R
139533,DeVry University-Georgia,20167331,R,3399203,R,4826059,R,0,R,268902,R,0,R,2662154,R,0,R,31323649,R
144759,DeVry University-Illinois,23953893,R,4758322,R,4384379,R,0,R,308569,R,0,R,2145922,R,0,R,35551085,R
432214,DeVry University-Indiana,443342,R,0,R,0,R,0,R,4919,R,0,R,34109,R,0,R,482370,R
177162,DeVry University-Missouri,21391546,R,2513765,R,0,R,0,R,224956,R,0,R,2787090,R,0,R,26917357,R
184269,DeVry University-New Jersey,23775618,R,3105522,R,2426982,R,0,R,283951,R,0,R,2641223,R,0,R,32233296,R
202541,DeVry University-Ohio,23114733,R,4079174,R,1222233,R,0,R,268011,R,0,R,3268515,R,0,R,31952666,R
224402,DeVry University-Texas,22771000,R,2952470,R,7500,R,0,R,247961,R,0,R,2788337,R,0,R,28767268,A
238935,DeVry University-Wisconsin,1968459,R,0,R,0,R,0,R,21215,R,0,R,147779,R,0,R,2137453,R
231563,DOMINION COLLEGE,1270076,R,989538,R,76461,R,48501,R,0,R,130,R,810,R,0,R,2385516,R
246497,DOMINION COLLEGE,692854,R,505407,R,15286,R,44832,R,0,R,12176,R,1002,R,0,R,1271557,R
212072,Du Bois Business College-Du Bois,2535149,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2535149,R
173489,Duluth Business University,1702433,R,582193,R,122282,R,0,R,26285,R,0,R,0,R,44521,R,2477714,R
204884,East Ohio College,573676,R,0,R,0,R,0,R,9124,R,0,R,0,R,73038,R,655838,R
248934,ECPI University,13490799,R,2220216,R,354934,R,0,R,181837,R,0,R,45591,R,466469,R,16759846,R
243832,EDP University of Puerto Rico Inc-San Juan,1843429,N,0,N,0,N,0,N,0,N,40448,N,0,N,32060,N,1915937,N
241836,EDP University of Puerto Rico Inc-San Sebastian,5748790,N,0,N,0,N,0,N,39431,N,0,N,214873,N,1314750,N,7317844,N
369534,EDUCATION AMERICA INC,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,,R
214245,EDUCATION AMERICA-VALE TECHNICAL INSTITUTE,2939897,R,0,R,0,R,0,R,0,R,0,R,0,R,172551,R,3112448,R
190974,Elmira Business Institute,1315075,R,0,R,0,R,0,R,56189,R,89941,R,0,R,4992,R,1466197,R
114114,Emperor's College of Traditional Oriental Medicine,3027795,N,0,N,0,N,0,N,32284,N,0,N,191811,N,0,N,3251890,N
114123,Empire College,4285755,P,0,P,0,P,0,P,0,P,254443,P,0,P,69858,P,4610056,P
212425,Erie Business Center-Erie,2776298,R,0,R,0,R,0,R,0,R,0,R,410995,R,18781,R,3206074,R
212434,Erie Institute of Technology Inc,346601,R,51642,R,89825,R,0,R,0,R,0,R,30599,R,5562,R,524229,R
224749,ESS COLLEGE OF BUSINESS,4189689,R,0,R,0,R,0,R,0,R,0,R,85150,R,0,R,4274839,R
200590,ETI Technical College,1128551,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1128551,N
366544,Everest College-Aurora,2982540,R,262501,R,44822,R,0,R,0,R,0,R,0,R,0,R,3289863,R
372037,Everest College-City of Industry,5034314,N,0,N,0,N,0,N,0,N,0,N,0,N,3983,N,5038297,N
371265,Everest College-Ontario,1128551,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,1128551,N
103644,Everest College-Phoenix,2829224,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2829224,R
210359,Everest College-Portland,3980107,R,1093108,R,0,R,16218,R,0,R,0,R,0,R,0,R,5089433,R
230472,Everest College-Salt Lake City,2746149,R,680525,R,0,R,58962,R,0,R,0,R,0,R,0,R,3485636,R
179070,Everest College-Springfield,2603695,R,962070,R,0,R,20175,R,0,R,0,R,0,R,0,R,3585940,R
368805,Everest College-West Los Angeles,1404333,N,568915,N,10573,N,0,N,0,N,0,N,340695,N,9054,N,2333570,N
237604,Everest Institute-Cross Lanes,2227793,R,707417,R,0,R,36268,R,0,R,0,R,0,R,0,R,2971478,R
135957,Everest Institute-North Miami,10668039,R,0,R,0,R,0,R,0,R,0,R,0,R,151552,R,10819591,R
212090,Everest Institute-Pittsburgh,2829632,R,1258084,R,490904,R,0,R,0,R,0,R,0,R,0,R,4578620,R
194967,Everest Institute-Rochester,2292347,R,1030465,R,1190156,R,6556,R,0,R,0,R,0,R,0,R,4519524,R
260293,Everest University-Brandon,3725554,R,953444,R,61459,R,5056,R,0,R,0,R,0,R,0,R,4745513,R
367909,Everest University-Lakeland,3426844,R,1102451,R,40308,R,20697,R,0,R,0,R,0,R,0,R,4590300,R
137810,Everest University-Largo,5586193,R,929150,R,-70654,R,8702,R,0,R,0,R,0,R,0,R,6453391,R
420006,Everest University-Melbourne,3291378,R,886779,R,75594,R,3148,R,0,R,0,R,0,R,0,R,4256899,R
136288,Everest University-North Orlando,4692587,R,755217,R,53093,R,2250,R,0,R,0,R,0,R,0,R,5503147,R
134149,Everest University-Pompano Beach,4248043,R,737684,R,46613,R,0,R,0,R,0,R,0,R,0,R,5032340,R
390701,Everest University-South Orlando,6042309,R,1402217,R,62845,R,91006,R,0,R,0,R,0,R,0,R,7598377,R
